iter	Passed	Remaining
438	22091	128877
439	22146	128852
440	22194	128788
441	22241	128721
442	22291	128665
443	22350	128664
444	22401	128622
445	22454	128584
446	22513	128582
447	22552	128468
448	22605	128431
449	22658	128398
450	22702	128313
451	22764	128327
452	22814	128275
453	22871	128260
454	22918	128191
455	22963	128112
456	23019	128091
457	23064	128015
458	23126	128028
459	23178	127988
460	23226	127922
461	23273	127853
462	23318	127775
463	23370	127734
464	23434	127753
465	23478	127670
466	23532	127639
467	23585	127602
468	23628	127515
469	23682	127480
470	23739	127466
471	23799	127467
472	23850	127421
473	23900	127368
474	23956	127348
475	24004	127282
476	24063	127277
477	24114	127233
478	24174	127231
479	24227	127194
480	24268	127093
481	24323	127065
482	24370	126997
483	24424	126965
484	24459	126836
485	24504	126757
486	24562	126747
487	24609	126676
488	24679	126727
489	24716	126610
490	24767	126562
491	24830	126576
492	24878	126509
493	24933	126485
494	24987	126450
495	25038	126405
496	25090	126359
497	25143	126321
498	25196	126286
499	25252	126261
500	25313	126265
501	25365	126223
502	25419	126185
503	25476	126170
504	25533	126148
505	25594	126153
506	25656	126155
507	25710	126120
508	25757	126053
509	25807	126000
510	25855	125940
511	25900	125860
512	25957	125838
513	26014	125820
514	26077	125829
515	26134	125812
516	26180	125736
517	26237	125716
518	26289	125670
519	26335	125599
520	26402	125629
521	26455	125585
522	26505	125533
523	26557	125489
524	26610	125450
525	26667	125428
526	26723	125403
527	26773	125347
528	26829	125322
529	26889	125315
530	26931	125223
531	26969	125111
532	27024	125082
533	27076	125039
534	27122	124968
535	27181	124955
536	27232	124905
537	27285	124863
538	27341	124837
539	27393	124794
540	27436	124708
541	27488	124660
542	27540	124618
543	27593	124578
544	27659	124592
545	27721	124594
546	27779	124577
547	27831	124531
548	27877	124457
549	27932	124425
550	27983	124375
551	28027	124297
552	28073	124224
553	28124	124172
554	28172	124109
555	28222	124055
556	28281	124041
557	28332	123990
558	28397	124004
559	28455	123985
560	28513	123963
561	28570	123939
562	28621	123892
563	28673	123846
564	28724	123796
565	28777	123754
566	28825	123689
567	28876	123639
568	28928	123592
569	28985	123567
570	29027	123483
571	29081	123442
572	29133	123397
573	29178	123321
574	29227	123262
575	29286	123245
576	29334	123182
577	29387	123141
578	29435	123079
579	29485	123024
580	29541	122996
581	29592	122944
582	29638	122873
583	29710	122912
584	29766	122882
585	29818	122836
586	29871	122793
587	29926	122757
588	29976	122705
589	30030	122667
590	30092	122662
591	30143	122611
592	30194	122560
593	30235	122467
594	30298	122467
595	30351	122423
596	30403	122377
597	30460	122352
598	30500	122255
599	30547	122191
600	30601	122152
601	30656	122115
602	30709	122073
603	30761	122025
604	30810	121969
605	30871	121959
606	30935	121956
607	30988	121917
608	31031	121832
609	31080	121773
610	31131	121722
611	31178	121658
612	31232	121616
613	31278	121549
614	31333	121510
615	31391	121487
616	31446	121452
617	31496	121400
618	31549	121354
619	31596	121291
620	31645	121232
621	31692	121164
622	31751	121146
623	31810	121123
624	31857	121058
625	31912	121023
626	31970	120999
627	32017	120931
628	32074	120903
629	32124	120849
630	32187	120842
631	32244	120815
632	32295	120764
633	32347	120715
634	32386	120621
635	32441	120582
636	32490	120525
637	32549	120504
638	32595	120433
639	32652	120406
640	32704	120359
641	32779	120395
642	32826	120328
643	32871	120258
644	32919	120194
645	32958	120099
646	33007	120040
647	33059	119995
648	33120	119977
649	33179	119956
650	33235	119923
651	33281	119852
652	33356	119889
653	33423	119896
654	33463	119804
655	33514	119752
656	33567	119707
657	33622	119670
658	33676	119631
659	33720	119555
660	33769	119494
661	33826	119464
662	33876	119411
663	33936	119389
664	33986	119336
665	34041	119299
666	34095	119256
667	34151	119223
668	34204	119177
669	34265	119163
670	34317	119114
671	34389	119134
672	34441	119087
673	34505	119078
674	34563	119052
675	34618	119013
676	34668	118959
677	34724	118923
678	34786	118908
679	34861	118939
680	34921	118916
681	34981	118897
682	35030	118838
683	35078	118776
684	35133	118734
685	35189	118700
686	35248	118675
687	35314	118673
688	35368	118631
689	35428	118607
690	35492	118600
691	35535	118520
692	35588	118473
693	35638	118417
694	35687	118357
695	35741	118317
696	35793	118268
697	35845	118217
698	35889	118142
699	35934	118070
700	35985	118018
701	36045	117995
702	36102	117961
703	36154	117912
704	36211	117881
705	36259	117817
706	36316	117786
707	36379	117772
708	36445	117765
709	36499	117722
710	36553	117681
711	36616	117666
712	36663	117600
713	36708	117528
714	36757	117468
715	36804	117403
716	36879	117427
717	36927	117364
718	36974	117301
719	37015	117216
720	37068	117170
721	37117	117109
722	37171	117067
723	37219	117004
724	37275	116968
725	37330	116929
726	37395	116920
727	37465	116926
728	37518	116878
729	37580	116859
730	37633	116814
731	37690	116777
732	37742	116728
733	37807	116720
734	37861	116675
735	37923	116655
736	38003	116693
737	38060	116658
738	38114	116614
739	38166	116561
740	38215	116504
741	38277	116482
742	38329	116432
743	38375	116364
744	38434	116336
745	38491	116300
746	38539	116236
747	38587	116173
748	38636	116116
749	38686	116060
750	38755	116059
751	38810	116018
752	38858	115954
753	38915	115919
754	38966	115868
755	39018	115817
756	39073	115776
757	39131	115743
758	39180	115682
759	39243	115666
760	39315	115673
761	39364	115615
762	39414	115557
763	39462	115493
764	39518	115457
765	39571	115409
766	39629	115374
767	39679	115317
768	39723	115243
769	39764	115161
770	39814	115105
771	39853	115017
772	39920	115011
773	39971	114956
774	40013	114878
775	40059	114810
776	40105	114742
777	40163	114708
778	40229	114697
779	40290	114672
780	40346	114634
781	40395	114575
782	40449	114529
783	40499	114471
784	40547	114411
785	40599	114360
786	40649	114304
787	40699	114248
788	40758	114217
789	40815	114178
790	40869	114134
791	40922	114085
792	41002	114114
793	41067	114100
794	41120	114052
795	41167	113986
796	41228	113961
797	41287	113929
798	41337	113873
799	41397	113844
800	41458	113815
801	41521	113794
802	41571	113738
803	41626	113695
804	41679	113648
805	41744	113633
806	41800	113590
807	41850	113535
808	41898	113472
809	41947	113412
810	42000	113364
811	42057	113327
812	42111	113281
813	42172	113255
814	42209	113163
815	42257	113101
816	42320	113079
817	42363	113004
818	42408	112933
819	42467	112902
820	42521	112856
821	42578	112816
822	42617	112732
823	42667	112675
824	42723	112635
825	42782	112600
826	42841	112567
827	42897	112528
828	42958	112501
829	43007	112440
830	43060	112392
831	43106	112326
832	43158	112275
833	43223	112257
834	43273	112199
835	43340	112186
836	43383	112113
837	43438	112069
838	43494	112028
839	43536	111950
840	43586	111895
841	43637	111841
842	43689	111789
843	43735	111723
844	43799	111701
845	43857	111665
846	43914	111627
847	43970	111585
848	44020	111528
849	44071	111475
850	44129	111438
851	44184	111395
852	44245	111366
853	44300	111321
854	44349	111262
855	44399	111205
856	44454	111161
857	44499	111092
858	44549	111036
859	44603	110990
860	44655	110937
861	44706	110884
862	44752	110818
863	44798	110751
864	44852	110705
865	44907	110661
866	44965	110624
867	45022	110584
868	45066	110515
869	45114	110452
870	45160	110386
871	45219	110351
872	45268	110293
873	45326	110255
874	45383	110216
875	45433	110160
876	45478	110093
877	45536	110054
878	45576	109973
879	45627	109920
880	45718	109964
881	45770	109912
882	45823	109862
883	45873	109806
884	45925	109755
885	45973	109692
886	46025	109641
887	46076	109586
888	46134	109548
889	46183	109490
890	46238	109446
891	46290	109394
892	46347	109354
893	46403	109312
894	46466	109287
895	46526	109253
896	46586	109221
897	46640	109172
898	46696	109131
899	46753	109091
900	46805	109039
901	46859	108993
902	46915	108948
903	46959	108879
904	47013	108831
905	47062	108772
906	47125	108748
907	47208	108766
908	47257	108708
909	47325	108693
910	47386	108661
911	47435	108601
912	47485	108545
913	47532	108481
914	47589	108440
915	47651	108411
916	47707	108369
917	47762	108323
918	47820	108286
919	47873	108236
920	47930	108194
921	47989	108159
922	48041	108106
923	48099	108068
924	48175	108069
925	48249	108066
926	48292	107993
927	48346	107945
928	48417	107935
929	48461	107865
930	48515	107817
931	48574	107780
932	48628	107733
933	48675	107670
934	48736	107637
935	48791	107591
936	48848	107549
937	48905	107508
938	48952	107444
939	49000	107385
940	49044	107315
941	49103	107276
942	49165	107245
943	49216	107191
944	49297	107202
945	49354	107161
946	49411	107118
947	49458	107055
948	49512	107006
949	49574	106975
950	49631	106935
951	49689	106894
952	49741	106842
953	49794	106792
954	49870	106791
955	49922	106739
956	49977	106691
957	50033	106646
958	50086	106596
959	50138	106544
960	50186	106483
961	50236	106426
962	50301	106400
963	50360	106363
964	50403	106290
965	50460	106248
966	50520	106212
967	50574	106164
968	50633	106125
969	50685	106073
970	50731	106007
971	50791	105972
972	50837	105907
973	50904	105886
974	50949	105818
975	51005	105774
976	51053	105713
977	51112	105674
978	51178	105650
979	51238	105615
980	51292	105564
981	51360	105546
982	51428	105526
983	51493	105498
984	51551	105457
985	51601	105401
986	51656	105354
987	51714	105312
988	51771	105270
989	51836	105244
990	51903	105221
991	51957	105171
992	52015	105130
993	52060	105064
994	52112	105010
995	52162	104952
996	52213	104899
997	52270	104856
998	52323	104803
999	52376	104752
1000	52441	104726
1001	52494	104673
1002	52541	104610
1003	52594	104560
1004	52653	104521
1005	52703	104463
1006	52755	104410
1007	52820	104383
1008	52867	104320
1009	52910	104249
1010	52979	104229
1011	53023	104161
1012	53086	104128
1013	53130	104059
1014	53189	104020
1015	53245	103974
1016	53295	103918
1017	53345	103862
1018	53390	103795
1019	53441	103739
1020	53505	103709
1021	53557	103656
1022	53620	103624
1023	53682	103590
1024	53737	103543
1025	53785	103482
1026	53831	103417
1027	53886	103369
1028	53939	103318
1029	53999	103279
1030	54066	103256
1031	54136	103236
1032	54193	103192
1033	54249	103146
1034	54303	103098
1035	54352	103038
1036	54400	102977
1037	54457	102933
1038	54505	102873
1039	54562	102828
1040	54612	102771
1041	54659	102709
1042	54716	102665
1043	54771	102617
1044	54821	102561
1045	54885	102530
1046	54978	102553
1047	55040	102517
1048	55149	102570
1049	55204	102523
1050	55259	102473
1051	55307	102413
1052	55363	102367
1053	55407	102298
1054	55450	102228
1055	55506	102183
1056	55557	102126
1057	55634	102118
1058	55683	102061
1059	55747	102029
1060	55813	102000
1061	55879	101971
1062	55921	101901
1063	55983	101864
1064	56053	101843
1065	56100	101781
1066	56170	101759
1067	56221	101704
1068	56269	101642
1069	56327	101599
1070	56388	101562
1071	56450	101526
1072	56506	101480
1073	56558	101425
1074	56611	101373
1075	56671	101334
1076	56731	101295
1077	56784	101242
1078	56836	101188
1079	56887	101133
1080	56948	101094
1081	56996	101035
1082	57050	100983
1083	57094	100916
1084	57142	100854
1085	57187	100788
1086	57240	100737
1087	57289	100678
1088	57341	100623
1089	57396	100576
1090	57447	100520
1091	57499	100466
1092	57569	100444
1093	57621	100389
1094	57671	100333
1095	57722	100276
1096	57778	100230
1097	57835	100184
1098	57891	100138
1099	57945	100087
1100	57993	100026
1101	58042	99968
1102	58105	99933
1103	58163	99889
1104	58214	99834
1105	58277	99798
1106	58329	99744
1107	58394	99713
1108	58452	99669
1109	58521	99644
1110	58580	99602
1111	58633	99550
1112	58677	99482
1113	58743	99452
1114	58798	99404
1115	58858	99363
1116	58948	99373
1117	59002	99322
1118	59052	99265
1119	59110	99221
1120	59170	99180
1121	59218	99120
1122	59266	99059
1123	59319	99007
1124	59389	98981
1125	59439	98924
1126	59497	98880
1127	59558	98842
1128	59633	98826
1129	59687	98774
1130	59737	98717
1131	59792	98668
1132	59844	98614
1133	59899	98564
1134	59956	98518
1135	60010	98468
1136	60069	98425
1137	60124	98376
1138	60178	98324
1139	60229	98268
1140	60271	98198
1141	60312	98126
1142	60362	98068
1143	60408	98005
1144	60453	97939
1145	60504	97883
1146	60551	97822
1147	60587	97742
1148	60643	97694
1149	60708	97661
1150	60776	97633
1151	60851	97615
1152	60898	97554
1153	60957	97510
1154	61014	97464
1155	61063	97406
1156	61113	97348
1157	61163	97290
1158	61219	97242
1159	61267	97183
1160	61308	97111
1161	61359	97055
1162	61417	97010
1163	61467	96953
1164	61546	96941
1165	61592	96878
1166	61646	96828
1167	61696	96771
1168	61743	96709
1169	61797	96658
1170	61845	96597
1171	61904	96553
1172	61957	96501
1173	62025	96471
1174	62092	96441
1175	62155	96404
1176	62213	96358
1177	62270	96313
1178	62324	96261
1179	62398	96242
1180	62453	96192
1181	62518	96157
1182	62577	96114
1183	62625	96053
1184	62699	96033
1185	62755	95984
1186	62809	95933
1187	62866	95887
1188	62922	95838
1189	62971	95779
1190	63027	95731
1191	63079	95678
1192	63128	95618
1193	63198	95592
1194	63255	95545
1195	63310	95495
1196	63360	95437
1197	63414	95385
1198	63474	95343
1199	63519	95279
1200	63571	95224
1201	63624	95172
1202	63687	95134
1203	63738	95077
1204	63800	95038
1205	63866	95004
1206	63920	94954
1207	63979	94910
1208	64051	94884
1209	64112	94843
1210	64158	94780
1211	64212	94729
1212	64271	94685
1213	64319	94624
1214	64378	94581
1215	64435	94534
1216	64487	94479
1217	64532	94415
1218	64581	94356
1219	64630	94297
1220	64685	94247
1221	64737	94192
1222	64800	94154
1223	64867	94120
1224	64939	94096
1225	64977	94021
1226	65022	93956
1227	65068	93893
1228	65112	93827
1229	65163	93772
1230	65218	93722
1231	65270	93667
1232	65322	93613
1233	65369	93551
1234	65432	93512
1235	65484	93458
1236	65534	93400
1237	65591	93354
1238	65637	93291
1239	65692	93240
1240	65748	93192
1241	65794	93129
1242	65844	93071
1243	65901	93024
1244	65952	92969
1245	66005	92915
1246	66074	92885
1247	66136	92845
1248	66190	92793
1249	66251	92752
1250	66307	92703
1251	66348	92634
1252	66395	92572
1253	66448	92519
1254	66490	92450
1255	66545	92400
1256	66608	92361
1257	66669	92319
1258	66715	92256
1259	66764	92198
1260	66814	92142
1261	66877	92102
1262	66930	92048
1263	66977	91988
1264	67024	91926
1265	67070	91863
1266	67111	91795
1267	67172	91753
1268	67220	91693
1269	67266	91630
1270	67326	91586
1271	67392	91552
1272	67453	91509
1273	67499	91447
1274	67552	91394
1275	67612	91351
1276	67666	91299
1277	67742	91277
1278	67802	91233
1279	67850	91174
1280	67906	91125
1281	67958	91070
1282	68011	91018
1283	68070	90973
1284	68134	90933
1285	68188	90882
1286	68242	90831
1287	68311	90799
1288	68367	90749
1289	68412	90686
1290	68464	90631
1291	68521	90584
1292	68582	90541
1293	68635	90488
1294	68699	90449
1295	68757	90402
1296	68813	90354
1297	68880	90319
1298	68933	90266
1299	68979	90204
1300	69032	90151
1301	69079	90089
1302	69128	90031
1303	69184	89982
1304	69243	89937
1305	69282	89865
1306	69347	89828
1307	69410	89788
1308	69469	89742
1309	69522	89689
1310	69580	89642
1311	69628	89582
1312	69677	89525
1313	69734	89476
1314	69789	89425
1315	69848	89380
1316	69902	89328
1317	69962	89284
1318	70030	89250
1319	70082	89195
1320	70131	89138
1321	70174	89071
1322	70228	89019
1323	70292	88981
1324	70346	88928
1325	70393	88867
1326	70442	88809
1327	70496	88757
1328	70545	88699
1329	70602	88650
1330	70656	88599
1331	70711	88548
1332	70763	88494
1333	70818	88443
1334	70864	88381
1335	70915	88325
1336	70958	88260
1337	71008	88203
1338	71053	88139
1339	71107	88088
1340	71151	88024
1341	71205	87972
1342	71253	87913
1343	71304	87857
1344	71360	87808
1345	71412	87753
1346	71465	87700
1347	71516	87644
1348	71589	87616
1349	71651	87573
1350	71717	87537
1351	71770	87483
1352	71820	87426
1353	71866	87365
1354	71918	87311
1355	71969	87255
1356	72030	87211
1357	72083	87158
1358	72136	87105
1359	72187	87049
1360	72238	86994
1361	72283	86931
1362	72333	86874
1363	72381	86815
1364	72443	86772
1365	72490	86712
1366	72547	86664
1367	72594	86604
1368	72644	86547
1369	72691	86486
1370	72752	86443
1371	72821	86409
1372	72866	86346
1373	72935	86312
1374	72990	86261
1375	73047	86212
1376	73100	86160
1377	73154	86108
1378	73202	86049
1379	73250	85989
1380	73301	85933
1381	73351	85877
1382	73401	85820
1383	73459	85773
1384	73507	85714
1385	73571	85674
1386	73625	85621
1387	73702	85596
1388	73752	85540
1389	73794	85474
1390	73841	85413
1391	73905	85373
1392	73960	85323
1393	74021	85278
1394	74074	85225
1395	74125	85170
1396	74168	85104
1397	74215	85045
1398	74262	84985
1399	74324	84942
1400	74371	84882
1401	74423	84827
1402	74479	84777
