iter	RMSE
284	215.2378439
285	215.2188166
286	215.153227
287	215.1458302
288	215.1219485
289	215.113756
290	215.1038697
291	215.0428199
292	214.9997589
293	214.9603225
294	214.9230008
295	214.9025254
296	214.8873753
297	214.8490851
298	214.8267103
299	214.800759
300	214.7835513
301	214.7508884
302	214.7196328
303	214.6991976
304	214.6904741
305	214.6460939
306	214.6245573
307	214.6043925
308	214.5419503
309	214.456399
310	214.4222649
311	214.3854184
312	214.3768258
313	214.3508112
314	214.347282
315	214.3208431
316	214.3034187
317	214.2753596
318	214.2498631
319	214.237033
320	214.2158902
321	214.1934266
322	214.1633296
323	214.1336242
324	214.1122727
325	214.0845796
326	214.0520747
327	214.0300655
328	214.022632
329	214.0065485
330	213.9774359
331	213.9558761
332	213.9419094
333	213.8986348
334	213.8644654
335	213.835826
336	213.8299763
337	213.7837722
338	213.7787456
339	213.7710128
340	213.7371774
341	213.7339686
342	213.7174784
343	213.6815362
344	213.6515142
345	213.6246452
346	213.6138045
347	213.5964973
348	213.5826891
349	213.5264038
350	213.5147314
351	213.486429
352	213.4728968
353	213.421775
354	213.4003173
355	213.3928894
356	213.3599331
357	213.3316442
358	213.3142892
359	213.2927394
360	213.2851054
361	213.2196361
362	213.1863265
363	213.1651547
364	213.1499701
365	213.1299673
366	213.0963846
367	213.0898653
368	213.0619689
369	213.0577863
370	213.0376253
371	213.0146901
372	213.0006633
373	212.9937141
374	212.976658
375	212.9511858
376	212.9313616
377	212.8996612
378	212.8843069
379	212.8595937
380	212.8114525
381	212.7805503
382	212.7738357
383	212.7627208
384	212.7551292
385	212.7100249
386	212.704143
387	212.6635551
388	212.6220081
389	212.6018071
390	212.5887532
391	212.5602214
392	212.556566
393	212.5191769
394	212.5141559
395	212.4742119
396	212.4562921
397	212.4146551
398	212.3848245
399	212.3497501
400	212.3256022
401	212.2885984
402	212.2791192
403	212.2477152
404	212.2427021
405	212.2321623
406	212.2142249
407	212.2039084
408	212.1816737
409	212.158159
410	212.1454297
411	212.1273699
412	212.1150599
413	212.093475
414	212.0891015
415	212.0859804
416	212.0734461
417	212.0590606
418	212.0262361
419	211.9931246
420	211.9439033
421	211.8988622
422	211.8945191
423	211.8624937
424	211.8527163
425	211.8421054
426	211.7967364
427	211.7800761
428	211.7343281
429	211.7331629
430	211.6708093
431	211.6574732
432	211.6069257
433	211.5869431
434	211.5787043
435	211.5726794
436	211.5486717
437	211.5344799
438	211.5234383
439	211.4980942
440	211.471812
441	211.4527834
442	211.4331303
443	211.3914895
444	211.3800152
445	211.3462519
446	211.3222366
447	211.3028226
448	211.2847887
449	211.2621848
450	211.2411856
451	211.2379532
452	211.2351494
453	211.2131202
454	211.2072679
455	211.1778264
456	211.138935
457	211.1001784
458	211.0866423
459	211.0837141
460	211.0664468
461	211.0027235
462	210.9913315
463	210.985174
464	210.96454
465	210.9545774
466	210.919625
467	210.8898913
468	210.8658544
469	210.855515
470	210.8197219
471	210.7946428
472	210.7547776
473	210.7448493
474	210.7404156
475	210.725924
476	210.7083579
477	210.6675161
478	210.6430695
479	210.6284691
480	210.6027054
481	210.5602272
482	210.5566831
483	210.5057341
484	210.494009
485	210.4537395
486	210.4515298
487	210.4425896
488	210.423801
489	210.3879984
490	210.3702687
491	210.368085
492	210.2831496
493	210.2576338
494	210.2324538
495	210.2241922
496	210.1644081
497	210.1421539
498	210.1332448
499	210.0943341
500	210.0803219
501	210.0597958
502	210.0565045
503	210.0461358
504	210.0435855
505	210.0326634
506	210.0254373
507	210.0080403
508	209.9851323
509	209.9670036
510	209.9615482
511	209.9558176
512	209.925593
513	209.9101514
514	209.8863695
515	209.8839541
516	209.8706237
517	209.8448255
518	209.8198169
519	209.797254
520	209.7834677
521	209.7700536
522	209.7422111
523	209.6919779
524	209.650516
525	209.5956367
526	209.5897438
527	209.5751734
528	209.5708412
529	209.5633922
530	209.550318
531	209.5425068
532	209.5252196
533	209.5233753
534	209.5205499
535	209.493059
536	209.456992
537	209.4435813
538	209.4192063
539	209.4029458
540	209.388837
541	209.3770778
542	209.3625919
543	209.3410717
544	209.3317456
545	209.3221382
546	209.3150289
547	209.3127221
548	209.3100942
549	209.2916526
550	209.2787859
551	209.258253
552	209.2454454
553	209.2148732
554	209.1927626
555	209.1810743
556	209.1657132
557	209.1625332
558	209.1610045
559	209.1274506
560	209.0992319
561	209.0756196
562	209.0733364
563	209.0683498
564	209.0640468
565	209.0428527
566	209.0419752
567	209.0363591
568	209.0170696
569	209.008822
570	209.0076081
571	209.0004186
572	208.9928679
573	208.9525473
574	208.9336913
575	208.9210365
576	208.9179221
577	208.8878999
578	208.8817697
579	208.8684389
580	208.8513938
581	208.8293812
582	208.8140343
583	208.8017205
584	208.7932156
585	208.7800028
586	208.7763033
587	208.7654823
588	208.7347302
589	208.7307237
590	208.7196779
591	208.7144879
592	208.6992934
593	208.6935983
594	208.6854506
595	208.6668918
596	208.6631734
597	208.6541843
598	208.6265865
599	208.6064419
600	208.6034887
601	208.5910206
602	208.5887486
603	208.5781448
604	208.5711064
605	208.5639541
606	208.5625994
607	208.5493433
608	208.5320404
609	208.5211895
610	208.4647368
611	208.4630489
612	208.4609681
613	208.4401043
614	208.4359073
615	208.4266393
616	208.4243818
617	208.3825078
618	208.3800439
619	208.3771656
620	208.358283
621	208.3526692
622	208.3486391
623	208.3450909
624	208.3273448
625	208.311911
626	208.3022967
627	208.2820745
628	208.2733593
629	208.2377556
630	208.2343067
631	208.2264269
632	208.1989756
633	208.1977647
634	208.1751508
635	208.1385565
636	208.1340802
637	208.1171713
638	208.1018128
639	208.0930304
640	208.0491056
641	208.043862
642	208.0402668
643	208.0328089
644	208.0301256
645	208.0145662
646	207.9972499
647	207.9742894
648	207.968216
649	207.9607867
650	207.9283385
651	207.9181509
652	207.9088734
653	207.9045308
654	207.888283
655	207.8813432
656	207.871259
657	207.8594032
658	207.8357816
659	207.8167802
660	207.8079864
661	207.7907322
662	207.7790226
663	207.7587524
664	207.7209062
665	207.7202187
666	207.7143204
667	207.6927515
668	207.6620657
669	207.6564131
670	207.637658
671	207.6322355
672	207.6298133
673	207.6173173
674	207.6058833
675	207.6003894
676	207.5459208
677	207.5060894
678	207.4858234
679	207.4763588
680	207.4748831
681	207.4725347
682	207.4514034
683	207.4303971
684	207.4150717
685	207.3554437
686	207.2764281
687	207.2541636
688	207.2291792
689	207.2096024
690	207.1611362
691	207.1443836
692	207.1413566
693	207.1404531
694	207.1104683
695	207.0652065
696	207.0637456
697	207.0557215
698	207.0349958
699	206.9899756
700	206.9825775
701	206.9748818
702	206.9706957
703	206.9656208
704	206.9534408
705	206.9386655
706	206.9286175
707	206.8934223
708	206.886913
709	206.874612
710	206.8723558
711	206.8544081
712	206.8437987
713	206.8294507
714	206.8072805
715	206.7961048
716	206.7921385
717	206.767462
718	206.7550544
719	206.7481326
720	206.7377058
721	206.7066024
722	206.70273
723	206.6886199
724	206.6824185
725	206.6780154
726	206.6724326
727	206.6544389
728	206.5815542
729	206.5695683
730	206.5331155
731	206.5317164
732	206.524893
733	206.4979113
734	206.4899251
735	206.48577
736	206.4532305
737	206.4513061
738	206.4392885
739	206.4341176
740	206.4229473
741	206.4054112
742	206.4020477
743	206.397535
744	206.3641913
745	206.3458585
746	206.3305591
747	206.29982
748	206.2941898
749	206.2657449
750	206.2179275
751	206.1792947
752	206.1736445
753	206.1180819
754	206.1133581
755	206.1088322
756	206.0839612
757	206.0724634
758	206.0710797
759	206.0583159
760	206.0281594
761	206.0228969
762	206.0064324
763	205.9743393
764	205.9602219
765	205.9480398
766	205.943246
767	205.9157053
768	205.8923439
769	205.8892938
770	205.8601316
771	205.8578924
772	205.839878
773	205.829888
774	205.819748
775	205.8114986
776	205.7999925
777	205.7952955
778	205.7880872
779	205.7857899
780	205.7745385
781	205.7654599
782	205.7085576
783	205.6765515
784	205.6746338
785	205.6402362
786	205.6281399
787	205.5873485
788	205.5493318
789	205.5392411
790	205.5222914
791	205.5172135
792	205.5025862
793	205.4952769
794	205.4671279
795	205.4444025
796	205.408374
797	205.4001249
798	205.3957843
799	205.3830348
800	205.3778236
801	205.3765667
802	205.3492154
803	205.3416954
804	205.2940647
805	205.286553
806	205.2798146
807	205.2514594
808	205.2412974
809	205.2336032
810	205.2203308
811	205.1974597
812	205.194265
813	205.1905654
814	205.1795567
815	205.159167
816	205.1570205
817	205.1535177
818	205.1433433
819	205.114297
820	205.1102545
821	205.1057329
822	205.0954421
823	205.0904166
824	205.0767464
825	205.0754977
826	205.0663826
827	205.0421585
828	205.0321368
829	205.0192876
830	205.0178515
831	205.0122388
832	205.0000298
833	204.9936308
834	204.964593
835	204.9557517
836	204.9517926
837	204.9126895
838	204.8850689
839	204.8626841
840	204.8450119
841	204.8142394
842	204.7782573
843	204.7639971
844	204.7548613
845	204.7532383
846	204.7119589
847	204.6921517
848	204.6861827
849	204.6556197
850	204.6327716
851	204.6124904
852	204.598008
853	204.5939569
854	204.5927669
855	204.5790934
856	204.5744057
857	204.566818
858	204.5613982
859	204.5382976
860	204.4810013
861	204.4145698
862	204.4054511
863	204.3990561
864	204.3963546
865	204.3934242
866	204.3914553
867	204.3762125
868	204.3693885
869	204.3588388
870	204.3554489
871	204.3402075
872	204.3342152
873	204.3075111
874	204.3044948
875	204.303414
876	204.2982562
877	204.2673635
878	204.2312893
879	204.2192888
880	204.2127937
881	204.2045911
882	204.1524152
883	204.1492228
884	204.1427666
885	204.1373773
886	204.1188128
887	204.1076026
888	204.0501786
889	204.0364604
890	204.0341683
891	204.0191872
892	203.9600559
893	203.9557621
894	203.953741
895	203.9511158
896	203.93765
897	203.8928269
898	203.8909577
899	203.8756922
900	203.8613571
901	203.8567635
902	203.8393364
903	203.7971047
904	203.7950341
905	203.7879859
906	203.7860304
907	203.7679675
908	203.7597199
909	203.7478945
910	203.7348718
911	203.714982
912	203.7111344
913	203.6602946
914	203.6528733
915	203.5926902
916	203.572145
917	203.5687949
918	203.5506278
919	203.5118962
920	203.5062369
921	203.4587432
922	203.4523
923	203.4489328
924	203.4281141
925	203.4230137
926	203.4203492
927	203.408124
928	203.4021299
929	203.3915425
930	203.3610127
931	203.3143553
932	203.3001471
933	203.2940629
934	203.2764287
935	203.2600387
936	203.2501704
937	203.2281803
938	203.214466
939	203.1920455
940	203.1807723
941	203.1693521
942	203.1554192
943	203.1397404
944	203.1360315
945	203.1280761
946	203.1225225
947	203.1071935
948	203.0684848
949	203.0264413
950	203.0174602
951	202.9777538
952	202.9753984
953	202.9688208
954	202.9476958
955	202.9338266
956	202.8758441
957	202.8716572
958	202.8585376
959	202.8521428
960	202.8302929
961	202.8146884
962	202.8117351
963	202.8109348
964	202.7849071
965	202.7656122
966	202.7621709
967	202.7533252
968	202.7454966
969	202.7360966
970	202.7145741
971	202.711249
972	202.7086462
973	202.704786
974	202.7016785
975	202.6902133
976	202.6859604
977	202.6791248
978	202.6701491
979	202.6599701
980	202.6365339
981	202.6338169
982	202.6216379
983	202.6150492
984	202.6071684
985	202.5839838
986	202.5799224
987	202.5733093
988	202.5635437
989	202.5628492
990	202.5604064
991	202.5507732
992	202.5455506
993	202.5419815
994	202.5359147
995	202.5085862
996	202.5062143
997	202.5012886
998	202.4500166
999	202.406239
1000	202.403361
1001	202.4021897
1002	202.3902783
1003	202.3864362
1004	202.3695436
1005	202.3560143
1006	202.345835
1007	202.3418598
1008	202.3355606
1009	202.324669
1010	202.3180124
1011	202.301344
1012	202.2973761
1013	202.2908029
1014	202.2848364
1015	202.2808452
1016	202.264391
1017	202.2539812
1018	202.2504339
1019	202.2453122
1020	202.2376064
1021	202.2130764
1022	202.1930741
1023	202.189352
1024	202.170918
1025	202.1622974
1026	202.1351424
1027	202.1228861
1028	202.0856644
1029	202.0675385
1030	202.0451516
1031	202.0364205
1032	202.0121054
1033	201.9952976
1034	201.9875494
1035	201.9776541
1036	201.9730812
1037	201.970461
1038	201.9530557
1039	201.9423063
1040	201.9397929
1041	201.9345816
1042	201.9237755
1043	201.8972355
1044	201.879056
1045	201.8720813
1046	201.8660308
1047	201.8561575
1048	201.8411684
1049	201.8317392
1050	201.8259863
1051	201.8177782
1052	201.8082557
1053	201.795634
1054	201.7901579
1055	201.7563054
1056	201.7418026
1057	201.7325
1058	201.7189403
1059	201.6887337
1060	201.6578939
1061	201.6532032
1062	201.6492456
1063	201.6381434
1064	201.624599
1065	201.6101445
1066	201.604226
1067	201.5908942
1068	201.5836152
1069	201.5794464
1070	201.5712642
1071	201.5677166
1072	201.5210519
1073	201.5198657
1074	201.518491
1075	201.4930465
1076	201.4924308
1077	201.4695026
1078	201.4512421
1079	201.4318942
1080	201.4278197
1081	201.4199176
1082	201.3870918
1083	201.3513204
1084	201.3398805
1085	201.3240656
1086	201.3172104
1087	201.2933223
1088	201.276333
1089	201.2701213
1090	201.2513408
1091	201.2415806
1092	201.2348396
1093	201.2319092
1094	201.1887279
1095	201.1678409
1096	201.1604082
1097	201.1513101
1098	201.1309679
1099	201.1033682
1100	201.0797564
1101	201.072378
1102	201.0222708
1103	201.0070606
1104	200.9986983
1105	200.9923944
1106	200.9816035
1107	200.9587083
1108	200.9034533
1109	200.8735074
1110	200.8589645
1111	200.8456621
1112	200.8383686
1113	200.8326864
1114	200.8229343
1115	200.8134618
1116	200.8037073
1117	200.7585692
1118	200.7553734
1119	200.7431393
1120	200.7385101
1121	200.7355281
1122	200.7244547
1123	200.7207665
1124	200.7168307
1125	200.7077037
1126	200.6831496
1127	200.6747882
1128	200.6727925
1129	200.6698608
1130	200.6625461
1131	200.6438538
1132	200.6364911
1133	200.6334718
1134	200.5948693
1135	200.576596
1136	200.5751074
1137	200.5504266
1138	200.509517
1139	200.5056585
1140	200.4866032
1141	200.4694232
1142	200.4621625
1143	200.4580421
1144	200.4354762
1145	200.413766
1146	200.4090762
1147	200.3685747
1148	200.3486521
1149	200.3466818
1150	200.3397156
1151	200.3207426
1152	200.2884065
1153	200.2664075
1154	200.2581179
1155	200.2279274
1156	200.2247566
1157	200.2105893
1158	200.1829631
1159	200.1706939
1160	200.1666096
1161	200.1643033
1162	200.1526091
1163	200.1506482
1164	200.1465133
1165	200.1018917
1166	200.076764
1167	200.0629547
1168	200.0615656
1169	200.0390143
1170	200.0198348
1171	200.0092565
1172	199.9800189
1173	199.974809
1174	199.9711717
1175	199.9638067
1176	199.960346
1177	199.9265893
1178	199.8904628
1179	199.8882543
1180	199.8817071
1181	199.86323
1182	199.8290451
1183	199.8152338
1184	199.8077523
1185	199.7750717
1186	199.7690046
1187	199.760694
1188	199.7259745
1189	199.6473073
1190	199.6342172
1191	199.6126083
1192	199.5877244
1193	199.5841559
1194	199.5541086
1195	199.5471928
1196	199.5330091
1197	199.5262614
1198	199.516311
1199	199.5013563
1200	199.480662
1201	199.4711629
1202	199.4407844
1203	199.4028105
1204	199.3964951
1205	199.3930493
1206	199.3585156
1207	199.337367
1208	199.3324817
1209	199.3102223
1210	199.2935107
1211	199.2872515
1212	199.277339
1213	199.268392
1214	199.2680829
1215	199.2164566
1216	199.2070091
1217	199.1754939
1218	199.1607436
1219	199.1581811
1220	199.1442146
1221	199.1192542
1222	199.1094093
1223	199.0916867
1224	199.0804923
1225	199.0568439
1226	199.0374705
1227	199.0342886
1228	199.0176974
1229	198.9940447
1230	198.9724284
1231	198.9568601
1232	198.9547268
1233	198.9519892
1234	198.9499452
1235	198.943122
1236	198.9418088
1237	198.9319752
1238	198.9239881
1239	198.8800843
1240	198.8778257
1241	198.8754202
1242	198.8638582
1243	198.8465925
1244	198.836393
1245	198.8287894
1246	198.8254144
1247	198.821111
1248	198.8116896
1249	198.8005615
1250	198.7749643
1251	198.7660615
1252	198.760297
1253	198.7542572
1254	198.7397031
1255	198.7256644
1256	198.722675
1257	198.7156575
1258	198.6375667
1259	198.6346064
1260	198.5889211
1261	198.5587015
1262	198.551492
1263	198.5366924
1264	198.5277575
1265	198.5232945
1266	198.5206265
1267	198.5073161
1268	198.4946618
1269	198.4884202
1270	198.4790692
1271	198.4752928
1272	198.4196224
1273	198.3734695
1274	198.3585996
1275	198.3119408
1276	198.3086573
1277	198.2809477
1278	198.269434
1279	198.257589
1280	198.248703
1281	198.2340978
1282	198.2137447
1283	198.2027377
1284	198.1977444
1285	198.1942864
1286	198.1914907
1287	198.1893098
1288	198.1819774
1289	198.1772889
1290	198.1471003
1291	198.1377409
1292	198.1159928
1293	198.0632846
1294	198.0523968
1295	198.0463546
1296	198.0392496
1297	198.0176862
1298	198.0127921
1299	198.0059985
1300	197.9964303
1301	197.9917668
1302	197.9570638
1303	197.9547197
1304	197.9316131
1305	197.9084579
1306	197.8981345
1307	197.8753248
1308	197.8637535
1309	197.8556309
1310	197.8425365
1311	197.7756421
1312	197.7655531
1313	197.7512152
1314	197.741375
1315	197.703024
1316	197.6950861
1317	197.6802666
1318	197.6738093
1319	197.660055
1320	197.6421005
1321	197.6296375
1322	197.6269771
1323	197.6163229
1324	197.6098994
1325	197.6071654
1326	197.5775729
1327	197.5642299
1328	197.5615391
1329	197.5477697
1330	197.5302203
1331	197.5242251
1332	197.488728
1333	197.4871034
1334	197.4457804
1335	197.4203771
1336	197.3967571
1337	197.3899745
1338	197.3868525
1339	197.3808463
1340	197.353166
1341	197.3442737
1342	197.3197207
1343	197.3156128
1344	197.3014959
1345	197.2917262
1346	197.2737476
1347	197.2628893
1348	197.259613
1349	197.2556463
1350	197.239854
1351	197.2264376
1352	197.2209902
1353	197.2048103
1354	197.1984177
1355	197.1971776
1356	197.1738535
1357	197.1517348
1358	197.122098
1359	197.1182309
1360	197.1154895
1361	197.1071418
1362	197.1016213
1363	197.0685992
1364	197.0523749
1365	197.0433071
1366	197.0220275
1367	197.0034992
1368	196.9875947
1369	196.9770334
1370	196.9563644
1371	196.9162622
1372	196.8931029
1373	196.8908
1374	196.8768704
1375	196.8711878
1376	196.86892
1377	196.8573906
1378	196.8379469
1379	196.7839546
1380	196.7771106
1381	196.7452786
1382	196.7279011
1383	196.7264511
1384	196.7148533
1385	196.7083053
1386	196.6875491
1387	196.6855052
1388	196.6594686
1389	196.6536306
1390	196.6509457
1391	196.6436831
1392	196.6098762
1393	196.6068313
1394	196.5914712
1395	196.5874093
1396	196.5829123
1397	196.5768167
1398	196.5718198
1399	196.5519981
1400	196.5366607
1401	196.5329167
1402	196.5286077
